srcip,dstip,proto,dur,sbytes,dbytes,service,attack_cat,label
59.166.0.1,149.171.126.9,tcp,0.005281,1470,1728,-,,0
59.166.0.1,149.171.126.6,udp,0.00107,146,178,dns,,0
59.166.0.4,149.171.126.7,tcp,1.580103,1684,10168,http,,0
59.166.0.2,149.171.126.0,tcp,20.82308,25368,1094788,-,,0
149.171.126.18,175.45.176.1,udp,1e-05,264,0,dns,,0
59.166.0.4,149.171.126.8,tcp,1.122893,1684,10168,http,,0
59.166.0.9,149.171.126.5,tcp,0.104955,4862,79986,-,,0
59.166.0.2,149.171.126.7,tcp,0.241632,4688,2768,-,,0
59.166.0.9,149.171.126.7,tcp,1.156311,1580,7488,http,,0
59.166.0.7,149.171.126.4,tcp,3.274852,2934,3740,-,,0
59.166.0.7,149.171.126.6,tcp,0.028187,2854,31142,-,,0
59.166.0.0,149.171.126.8,tcp,0.03391,3390,44134,-,,0
59.166.0.4,149.171.126.0,tcp,0.004841,8928,320,ftp-data,,0
59.166.0.9,149.171.126.0,tcp,0.00639,1064,2260,-,,0
59.166.0.9,149.171.126.1,tcp,0.00994,2334,16734,-,,0
59.166.0.7,149.171.126.5,udp,0.004584,568,320,-,,0
59.166.0.4,149.171.126.1,tcp,2.618021,3640,19084,-,,0
59.166.0.8,149.171.126.8,tcp,0.042482,2750,24692,-,,0
59.166.0.2,149.171.126.2,udp,0.000987,130,162,dns,,0
59.166.0.5,149.171.126.4,tcp,0.300856,4272,2976,-,,0
59.166.0.5,149.171.126.6,tcp,0.824896,7816,16782,-,,0
59.166.0.9,149.171.126.3,udp,0.001075,146,178,dns,,0
59.166.0.0,149.171.126.7,tcp,1.047187,1684,10168,-,,0
59.166.0.0,149.171.126.7,tcp,0.019195,1540,1644,-,,0
59.166.0.2,149.171.126.8,udp,0.000947,146,178,dns,,0
59.166.0.1,149.171.126.9,udp,0.001034,146,178,dns,,0
59.166.0.4,149.171.126.8,tcp,0.087067,3806,51422,-,,0
59.166.0.7,149.171.126.3,udp,0.001241,146,178,dns,,0
175.45.176.1,149.171.126.18,udp,3e-06,114,0,dns,Generic,1
59.166.0.1,149.171.126.6,tcp,0.865719,7816,15296,-,,0
59.166.0.9,149.171.126.1,tcp,0.032312,7812,15188,-,,0
59.166.0.6,149.171.126.3,tcp,1.006692,1684,10168,http,,0
59.166.0.6,149.171.126.2,tcp,0.023941,3598,49642,-,,0
59.166.0.8,149.171.126.5,udp,0.000991,146,178,dns,,0
59.166.0.0,149.171.126.1,tcp,0.944145,2158,2478,-,,0
59.166.0.6,149.171.126.5,tcp,0.072113,4014,61374,-,,0
59.166.0.2,149.171.126.3,udp,0.001063,130,162,dns,,0
59.166.0.0,149.171.126.1,udp,0.000975,146,178,dns,,0
59.166.0.3,149.171.126.2,tcp,0.041801,2646,26060,-,,0
59.166.0.0,149.171.126.4,tcp,0.02269,2542,21720,-,,0
59.166.0.7,149.171.126.0,udp,0.001168,146,178,dns,,0
59.166.0.9,149.171.126.0,udp,0.001069,146,178,dns,,0
59.166.0.9,149.171.126.0,tcp,0.34308,4664,3080,-,,0
175.45.176.1,149.171.126.12,udp,1.2e-05,2074,0,-, Fuzzers,1
175.45.176.0,149.171.126.10,tcp,0.552567,534,268,-,,0
59.166.0.5,149.171.126.3,tcp,1.194773,1684,10168,http,,0
59.166.0.6,149.171.126.0,udp,0.00093,146,178,dns,,0
59.166.0.8,149.171.126.2,tcp,1.205125,7814,15240,-,,0
59.166.0.9,149.171.126.2,tcp,0.005759,1958,2308,-,,0
59.166.0.3,149.171.126.3,tcp,0.086875,3302,40932,-,,0
59.166.0.3,149.171.126.7,udp,0.077328,568,312,-,,0
59.166.0.8,149.171.126.4,tcp,1.363954,1684,10168,-,,0
59.166.0.5,149.171.126.5,tcp,0.503545,9504,12298,ssh,,0
59.166.0.1,149.171.126.3,tcp,0.027027,2854,31458,-,,0
59.166.0.1,149.171.126.7,tcp,0.004193,1036,2262,-,,0
59.166.0.4,149.171.126.4,tcp,0.357819,4824,3080,-,,0
59.166.0.9,149.171.126.3,tcp,1.006046,1580,10168,http,,0
59.166.0.5,149.171.126.6,tcp,0.390528,4720,3080,-,,0
59.166.0.0,149.171.126.4,tcp,0.00539,2158,1918,-,,0
59.166.0.2,149.171.126.0,udp,0.001091,146,178,dns,,0
59.166.0.8,149.171.126.6,tcp,1.314757,2934,3742,ftp,,0
59.166.0.4,149.171.126.5,tcp,0.022971,3614,46932,-,,0
59.166.0.7,149.171.126.9,tcp,0.010913,2438,20194,-,,0
59.166.0.3,149.171.126.0,tcp,0.004954,3744,2456,-,,0
59.166.0.7,149.171.126.0,tcp,0.006248,2024,4312,-,,0
59.166.0.5,149.171.126.6,udp,0.001027,146,178,dns,,0
59.166.0.9,149.171.126.0,tcp,0.031952,4238,60892,-,,0
59.166.0.5,149.171.126.1,udp,0.001086,146,178,dns,,0
59.166.0.6,149.171.126.8,tcp,0.016936,2542,21006,-,,0
59.166.0.0,149.171.126.2,tcp,0.07295,4908,2448,-,,0
59.166.0.8,149.171.126.6,udp,0.001062,146,178,dns,,0
10.40.170.2,10.40.170.2,arp,0.0,46,0,-,,0
59.166.0.2,149.171.126.6,udp,0.00109,146,178,dns,,0
59.166.0.5,149.171.126.4,tcp,0.222479,8928,320,ftp-data,,0
59.166.0.1,149.171.126.3,tcp,0.206001,4862,77276,-,,0
59.166.0.9,149.171.126.1,udp,0.001097,146,178,dns,,0
59.166.0.1,149.171.126.9,udp,0.001114,146,178,dns,,0
59.166.0.6,149.171.126.3,tcp,0.001728,216,192,-,,0
59.166.0.2,149.171.126.1,tcp,0.018963,3302,37162,-,,0
59.166.0.1,149.171.126.7,tcp,0.057215,1540,1644,-,,0
59.166.0.7,149.171.126.4,tcp,0.047353,320,1888,-,,0
59.166.0.7,149.171.126.0,udp,0.026375,520,304,-,,0
59.166.0.7,149.171.126.0,tcp,0.013651,1540,1644,-,,0
59.166.0.9,149.171.126.1,tcp,1.006237,1580,10168,http,,0
59.166.0.8,149.171.126.8,tcp,0.026543,3614,45750,-,,0
59.166.0.9,149.171.126.7,tcp,0.01115,2646,21190,-,,0
59.166.0.6,149.171.126.9,udp,0.001062,146,178,dns,,0
175.45.176.1,149.171.126.12,unas,3e-06,200,0,-,Exploits,1
59.166.0.9,149.171.126.1,udp,0.001053,146,178,dns,,0
59.166.0.4,149.171.126.9,udp,0.0,142,0,-,,0
59.166.0.2,149.171.126.5,tcp,0.025652,2766,27770,-,,0
59.166.0.7,149.171.126.4,udp,0.001021,130,162,dns,,0
59.166.0.8,149.171.126.6,tcp,0.05861,5174,86792,-,,0
59.166.0.1,149.171.126.4,udp,0.001701,536,304,-,,0
175.45.176.1,149.171.126.18,udp,7e-06,114,0,dns,Generic,1
59.166.0.4,149.171.126.2,tcp,1.115884,1580,10168,http,,0
59.166.0.9,149.171.126.5,tcp,0.042912,3598,48710,-,,0
59.166.0.0,149.171.126.1,udp,0.000973,146,178,dns,,0
175.45.176.1,149.171.126.12,pvp,1e-05,200,0,-,Backdoors,1
59.166.0.2,149.171.126.2,tcp,0.223329,8928,320,ftp-data,,0
59.166.0.5,149.171.126.8,udp,0.004803,568,304,-,,0
59.166.0.4,149.171.126.5,tcp,0.005787,3624,5578,ssh,,0
59.166.0.6,149.171.126.4,udp,0.001083,146,178,dns,,0
59.166.0.2,149.171.126.2,tcp,0.018176,2750,27602,-,,0
59.166.0.6,149.171.126.2,tcp,1.043169,1684,10168,http,,0
59.166.0.7,149.171.126.4,tcp,0.053071,4222,61786,-,,0
59.166.0.2,149.171.126.0,tcp,0.024025,3494,49538,-,,0
59.166.0.1,149.171.126.2,tcp,0.030979,3926,55114,-,,0
175.45.176.1,149.171.126.13,tcp,0.440658,782,1318,http,DoS,1
59.166.0.2,149.171.126.8,udp,0.001124,146,178,dns,,0
59.166.0.3,149.171.126.7,tcp,1.683203,13558,548216,-,,0
59.166.0.3,149.171.126.9,tcp,0.017013,2958,32586,-,,0
59.166.0.5,149.171.126.8,tcp,0.02979,3926,57578,-,,0
59.166.0.3,149.171.126.4,udp,0.001726,512,304,-,,0
59.166.0.7,149.171.126.0,tcp,0.222564,424,8824,ftp-data,,0
59.166.0.5,149.171.126.8,tcp,0.799917,7816,15436,-,,0
59.166.0.3,149.171.126.4,tcp,0.03811,1032,824,http,,0
59.166.0.6,149.171.126.5,udp,0.00114,146,178,dns,,0
59.166.0.3,149.171.126.7,tcp,0.381336,4496,3080,-,,0
59.166.0.2,149.171.126.3,udp,0.037099,536,304,-,,0
175.45.176.1,149.171.126.18,udp,1.1e-05,114,0,dns,Generic,1
59.166.0.1,149.171.126.3,udp,0.00111,130,162,-,,0
59.166.0.3,149.171.126.3,tcp,0.068668,3910,54798,-,,0
59.166.0.8,149.171.126.2,tcp,1.160816,1684,10168,-,,0
59.166.0.2,149.171.126.3,tcp,0.747765,7812,16096,-,,0
59.166.0.5,149.171.126.5,udp,0.001064,132,164,dns,,0
59.166.0.4,149.171.126.8,tcp,0.279547,4240,2872,-,,0
175.45.176.0,149.171.126.14,tcp,1.165153,806,1210,-,,0
59.166.0.4,149.171.126.7,tcp,0.003939,1036,824,http,,0
59.166.0.2,149.171.126.2,tcp,7.990797,19202,1087890,http,,0
59.166.0.8,149.171.126.8,tcp,0.012533,2438,20576,-,,0
59.166.0.8,149.171.126.7,udp,0.004482,568,312,-,,0
59.166.0.4,149.171.126.7,tcp,0.695435,12726,548216,-,,0
59.166.0.5,149.171.126.8,udp,0.001045,130,162,dns,,0
59.166.0.0,149.171.126.5,tcp,2.288934,7808,15014,-,,0
59.166.0.4,149.171.126.6,udp,0.001079,130,162,dns,,0
59.166.0.6,149.171.126.3,udp,0.001062,146,178,-,,0
59.166.0.8,149.171.126.1,tcp,0.021596,37180,3380,smtp,,0
59.166.0.5,149.171.126.7,tcp,0.006152,2158,1918,-,,0
59.166.0.2,149.171.126.8,tcp,0.018896,2766,27384,-,,0
59.166.0.7,149.171.126.1,tcp,0.605621,2934,3740,-,,0
59.166.0.9,149.171.126.1,tcp,0.053079,2646,23604,-,,0
149.171.126.18,175.45.176.1,udp,1e-06,264,0,dns,,0
59.166.0.4,149.171.126.8,tcp,1.004816,1580,10168,http,,0
59.166.0.0,149.171.126.4,udp,0.001704,528,304,-,,0
59.166.0.7,149.171.126.0,tcp,1.135007,1580,10168,http,,0
59.166.0.6,149.171.126.4,tcp,0.533605,12830,548216,-,,0
59.166.0.1,149.171.126.2,tcp,0.045506,2974,33550,-,,0
59.166.0.2,149.171.126.3,tcp,0.017709,2750,27620,-,,0
59.166.0.7,149.171.126.9,tcp,1.196792,1684,10168,http,,0
59.166.0.0,149.171.126.4,udp,0.001022,146,178,dns,,0
59.166.0.3,149.171.126.2,tcp,0.012693,2230,15228,-,,0
59.166.0.9,149.171.126.7,tcp,1.058058,1684,10168,http,,0
59.166.0.5,149.171.126.0,tcp,0.009884,2334,16734,-,,0
59.166.0.5,149.171.126.2,tcp,0.787647,320,1858,ftp-data,,0
59.166.0.9,149.171.126.1,udp,0.001014,132,164,dns,,0
59.166.0.1,149.171.126.1,tcp,1.118881,1684,10168,http,,0
59.166.0.7,149.171.126.2,tcp,0.476912,1540,1644,-,,0
59.166.0.5,149.171.126.0,tcp,1.01092,1580,10168,http,,0
59.166.0.9,149.171.126.8,tcp,0.106124,1244,2574,-,,0
59.166.0.1,149.171.126.3,tcp,0.03208,2870,33374,-,,0
59.166.0.5,149.171.126.3,tcp,1.528732,7812,15324,-,,0
59.166.0.9,149.171.126.3,tcp,1.038684,1684,10168,http,,0
59.166.0.8,149.171.126.8,tcp,0.110224,1920,4312,-,,0
59.166.0.2,149.171.126.0,tcp,2.074949,8928,320,ftp-data,,0
59.166.0.5,149.171.126.9,tcp,0.005349,1064,2260,-,,0
59.166.0.1,149.171.126.5,tcp,0.004242,1036,2262,-,,0
59.166.0.6,149.171.126.9,tcp,0.002821,320,1860,-,,0
59.166.0.0,149.171.126.3,udp,0.001064,146,178,dns,,0
59.166.0.1,149.171.126.7,tcp,0.042225,37896,3380,smtp,,0
59.166.0.9,149.171.126.4,udp,0.00177,520,304,-,,0
59.166.0.2,149.171.126.1,tcp,1.120998,1580,10168,http,,0
59.166.0.3,149.171.126.7,udp,0.001035,130,162,dns,,0
59.166.0.5,149.171.126.3,tcp,23.206928,17226,1087900,http,,0
59.166.0.8,149.171.126.6,tcp,0.020448,1540,1644,-,,0
59.166.0.6,149.171.126.4,tcp,0.004169,8928,424,ftp-data,,0
59.166.0.0,149.171.126.9,tcp,0.020948,2958,33044,-,,0
59.166.0.1,149.171.126.4,tcp,1.080324,1684,10168,http,,0
59.166.0.6,149.171.126.8,udp,0.001065,146,178,dns,,0
59.166.0.6,149.171.126.5,tcp,1.752896,2934,3738,ftp,,0
59.166.0.5,149.171.126.9,tcp,0.053139,3806,51422,-,,0
59.166.0.2,149.171.126.6,tcp,2.195265,8848,324476,-,,0
59.166.0.9,149.171.126.2,udp,0.001088,146,178,dns,,0
59.166.0.2,149.171.126.8,udp,0.00104,146,178,-,,0
59.166.0.8,149.171.126.1,udp,0.00447,568,304,-,,0
59.166.0.0,149.171.126.5,tcp,1.006927,1684,10168,-,,0
59.166.0.3,149.171.126.5,tcp,1.122854,7814,16032,-,,0
59.166.0.7,149.171.126.1,udp,0.001034,146,178,-,,0
59.166.0.3,149.171.126.7,udp,0.001062,146,178,dns,,0
59.166.0.9,149.171.126.6,udp,0.306429,568,320,-,,0
59.166.0.0,149.171.126.3,udp,0.001074,146,178,-,,0
59.166.0.8,149.171.126.5,tcp,0.224028,3614,43716,-,,0
59.166.0.3,149.171.126.0,tcp,0.014036,2766,25742,-,,0
59.166.0.4,149.171.126.6,udp,0.001052,146,178,dns,,0
59.166.0.1,149.171.126.2,tcp,1.264941,7812,14870,-,,0
59.166.0.2,149.171.126.5,tcp,0.020353,1076,6872,-,,0
59.166.0.7,149.171.126.8,tcp,0.093154,4654,72060,-,,0
59.166.0.7,149.171.126.9,tcp,0.013831,2438,19420,-,,0
59.166.0.8,149.171.126.4,tcp,0.062537,2854,30384,-,,0
59.166.0.8,149.171.126.7,udp,0.001058,146,178,dns,,0
59.166.0.6,149.171.126.6,tcp,0.042716,37594,3380,smtp,,0
59.166.0.9,149.171.126.7,tcp,0.321707,37232,3380,-,,0
59.166.0.0,149.171.126.1,udp,0.001095,146,178,-,,0
59.166.0.7,149.171.126.1,tcp,0.407533,4240,3080,-,,0
59.166.0.9,149.171.126.5,udp,0.00713,568,320,-,,0
59.166.0.2,149.171.126.5,udp,0.001002,130,162,dns,,0
59.166.0.5,149.171.126.4,udp,0.001752,536,304,-,,0
59.166.0.9,149.171.126.5,udp,0.001065,130,162,dns,,0
59.166.0.6,149.171.126.7,tcp,0.043982,2750,26406,-,,0
59.166.0.8,149.171.126.7,tcp,0.808913,1540,1644,-,,0
59.166.0.3,149.171.126.3,udp,0.004405,568,312,-,,0
59.166.0.9,149.171.126.5,tcp,0.561798,5928,8114,ssh,,0
59.166.0.3,149.171.126.2,udp,0.352348,568,320,-,,0
59.166.0.9,149.171.126.5,tcp,0.013374,1540,1644,-,,0
59.166.0.8,149.171.126.1,udp,0.001008,146,178,dns,,0
59.166.0.8,149.171.126.6,udp,0.000952,130,162,dns,,0
59.166.0.9,149.171.126.9,tcp,1.016884,1580,10168,http,,0
59.166.0.6,149.171.126.7,tcp,0.018002,2542,23432,-,,0
59.166.0.0,149.171.126.1,tcp,1.192057,1684,10168,http,,0
59.166.0.6,149.171.126.8,tcp,0.039904,3806,53008,-,,0
175.45.176.3,149.171.126.10,udp,1.2e-05,1064,0,-,,0
59.166.0.8,149.171.126.6,udp,0.001048,146,178,-,,0
175.45.176.1,149.171.126.13,udp,1.1e-05,78,0,-,,0
59.166.0.2,149.171.126.9,tcp,0.102032,3598,49642,-,,0
59.166.0.2,149.171.126.8,tcp,0.00556,1958,2308,-,,0
59.166.0.4,149.171.126.2,tcp,0.018574,1540,1644,-,,0
59.166.0.4,149.171.126.1,tcp,0.836046,2934,3742,ftp,,0
59.166.0.1,149.171.126.4,tcp,0.073715,37220,3276,-,,0
59.166.0.3,149.171.126.3,tcp,0.43686,3728,5474,ssh,,0
59.166.0.9,149.171.126.3,udp,0.015947,568,312,-,,0
59.166.0.6,149.171.126.6,tcp,0.039999,4222,61786,-,,0
59.166.0.6,149.171.126.2,tcp,0.167972,1470,1728,-,,0
59.166.0.2,149.171.126.2,tcp,0.437824,320,1908,ftp-data,,0
59.166.0.7,149.171.126.0,udp,0.001083,146,178,dns,,0
59.166.0.1,149.171.126.2,tcp,1.359804,1684,10168,http,,0
59.166.0.7,149.171.126.9,tcp,0.027817,3926,56628,-,,0
175.45.176.0,149.171.126.18,tcp,0.492798,566,354,-, Fuzzers,1
59.166.0.3,149.171.126.1,tcp,0.038865,2542,23122,-,,0
59.166.0.1,149.171.126.5,tcp,0.223811,3598,45608,-,,0
59.166.0.8,149.171.126.4,tcp,1.032955,1684,10168,http,,0
59.166.0.6,149.171.126.7,udp,0.00496,568,320,-,,0
59.166.0.0,149.171.126.2,tcp,1.221658,1580,10168,-,,0
59.166.0.7,149.171.126.1,udp,0.006388,146,178,dns,,0
59.166.0.9,149.171.126.4,tcp,0.010568,2230,14042,-,,0
59.166.0.0,149.171.126.4,tcp,0.022904,3182,39076,-,,0
175.45.176.0,149.171.126.10,tcp,1.160797,534,354,-,,0
59.166.0.8,149.171.126.9,tcp,1.008338,1580,10168,http,,0
59.166.0.2,149.171.126.1,tcp,0.326754,4862,82642,-,,0
59.166.0.4,149.171.126.5,tcp,1.757932,13454,548216,-,,0
59.166.0.3,149.171.126.9,tcp,1.006821,1580,10168,http,,0
59.166.0.9,149.171.126.8,tcp,2.633683,15458,962552,http,,0
59.166.0.6,149.171.126.9,tcp,0.004952,4224,2456,-,,0
59.166.0.3,149.171.126.5,tcp,0.833599,2934,3740,ftp,,0
59.166.0.2,149.171.126.3,udp,0.001196,146,178,-,,0
59.166.0.5,149.171.126.8,udp,0.001113,146,178,dns,,0
59.166.0.8,149.171.126.4,tcp,0.005963,1958,2308,-,,0
59.166.0.7,149.171.126.6,udp,0.00105,146,178,dns,,0
59.166.0.0,149.171.126.3,udp,0.090101,528,304,-,,0
59.166.0.3,149.171.126.6,tcp,0.004446,1470,1728,-,,0
59.166.0.0,149.171.126.4,udp,0.028255,528,304,-,,0
59.166.0.7,149.171.126.6,udp,0.000978,146,178,dns,,0
59.166.0.1,149.171.126.7,tcp,0.056083,3598,45458,-,,0
59.166.0.5,149.171.126.6,tcp,1.289049,1684,10168,http,,0
59.166.0.4,149.171.126.1,tcp,0.017021,2766,27392,-,,0
59.166.0.8,149.171.126.9,udp,0.001014,130,162,dns,,0
59.166.0.2,149.171.126.8,udp,0.001054,130,162,dns,,0
59.166.0.3,149.171.126.5,tcp,0.017212,1540,1644,-,,0
59.166.0.5,149.171.126.4,udp,0.001,130,162,dns,,0
59.166.0.8,149.171.126.1,tcp,1.056085,1684,10168,http,,0
59.166.0.2,149.171.126.7,tcp,0.079017,4654,67604,-,,0
59.166.0.0,149.171.126.4,udp,0.001076,146,178,dns,,0
59.166.0.1,149.171.126.9,udp,0.001058,130,162,dns,,0
59.166.0.7,149.171.126.0,tcp,0.040914,2646,25418,-,,0
59.166.0.9,149.171.126.8,tcp,1.005767,1684,10168,http,,0
59.166.0.5,149.171.126.9,tcp,0.15095,1540,1644,-,,0
59.166.0.6,149.171.126.9,udp,0.001023,146,178,dns,,0
59.166.0.3,149.171.126.5,udp,0.001095,146,178,dns,,0
59.166.0.7,149.171.126.1,tcp,0.053861,2646,24570,-,,0
59.166.0.4,149.171.126.7,tcp,2.81392,2934,3740,ftp,,0
59.166.0.3,149.171.126.1,tcp,0.390151,4688,3080,-,,0
59.166.0.6,149.171.126.2,tcp,0.014805,2438,19242,-,,0
59.166.0.5,149.171.126.2,udp,0.001826,520,304,-,,0
59.166.0.8,149.171.126.8,udp,0.001621,520,304,-,,0
59.166.0.2,149.171.126.7,tcp,0.050909,4238,61348,-,,0
59.166.0.4,149.171.126.8,tcp,0.021934,2854,31402,-,,0
59.166.0.5,149.171.126.1,tcp,0.016825,2646,24004,-,,0
59.166.0.1,149.171.126.3,tcp,0.020171,1540,1644,-,,0
59.166.0.7,149.171.126.2,udp,0.001021,130,162,dns,,0
59.166.0.1,149.171.126.3,udp,0.001759,544,304,-,,0
59.166.0.8,149.171.126.9,tcp,0.5129,37268,3380,smtp,,0
59.166.0.9,149.171.126.1,tcp,0.681418,424,8824,ftp-data,,0
59.166.0.8,149.171.126.4,udp,0.000983,146,178,dns,,0
59.166.0.7,149.171.126.3,tcp,0.005307,2158,1918,-,,0
59.166.0.9,149.171.126.2,tcp,0.060962,3806,51314,-,,0
59.166.0.0,149.171.126.8,tcp,0.019338,2958,32368,-,,0
59.166.0.6,149.171.126.7,tcp,0.017306,2974,33550,-,,0
59.166.0.4,149.171.126.0,udp,0.001049,146,178,-,,0
59.166.0.8,149.171.126.0,tcp,0.392613,4776,3080,-,,0
59.166.0.6,149.171.126.1,tcp,0.042906,5174,90666,-,,0
59.166.0.4,149.171.126.8,tcp,0.011487,4312,2456,-,,0
59.166.0.8,149.171.126.6,tcp,0.032951,38148,3380,smtp,,0
59.166.0.0,149.171.126.3,tcp,0.017904,1540,1644,-,,0
175.45.176.1,149.171.126.15,tcp,1.594243,646,354,-, Fuzzers,1
59.166.0.2,149.171.126.3,udp,0.001138,130,162,dns,,0
59.166.0.9,149.171.126.9,tcp,0.065034,4014,60268,-,,0
59.166.0.0,149.171.126.9,tcp,0.013695,12472,12716,ssh,,0
59.166.0.8,149.171.126.2,tcp,0.025771,2542,22432,-,,0
59.166.0.7,149.171.126.9,tcp,0.006124,2054,2478,-,,0
59.166.0.9,149.171.126.1,tcp,0.01431,2750,26584,-,,0
59.166.0.1,149.171.126.9,udp,0.001765,536,304,-,,0
59.166.0.1,149.171.126.7,tcp,0.018683,2766,25812,-,,0
59.166.0.3,149.171.126.9,tcp,0.03509,4014,60268,-,,0
59.166.0.0,149.171.126.8,tcp,0.773043,7040,14236,-,,0
59.166.0.1,149.171.126.6,tcp,1.157558,18994,1087890,http,,0
59.166.0.2,149.171.126.3,tcp,0.029912,4238,65118,-,,0
59.166.0.5,149.171.126.0,tcp,0.515497,37252,3380,-,,0
59.166.0.3,149.171.126.6,tcp,0.024197,37272,3380,-,,0
59.166.0.6,149.171.126.8,tcp,0.027044,3390,42634,-,,0
59.166.0.1,149.171.126.8,tcp,1.143485,1684,10168,http,,0
59.166.0.9,149.171.126.1,tcp,0.021844,37938,3380,smtp,,0
59.166.0.7,149.171.126.5,tcp,0.022181,2054,2478,-,,0
59.166.0.5,149.171.126.2,tcp,6.296364,13142,548216,-,,0
59.166.0.3,149.171.126.8,tcp,0.830905,7818,15328,-,,0
59.166.0.1,149.171.126.3,tcp,2.602931,7818,14598,-,,0
59.166.0.1,149.171.126.2,tcp,1.5314,12934,548216,-,,0
59.166.0.1,149.171.126.5,udp,0.001142,146,178,dns,,0
59.166.0.0,149.171.126.4,tcp,1.01182,1684,10168,http,,0
59.166.0.2,149.171.126.0,udp,0.00108,146,178,dns,,0
59.166.0.0,149.171.126.6,tcp,0.017603,2870,24114,-,,0
59.166.0.0,149.171.126.1,tcp,0.003044,8928,216,ftp-data,,0
59.166.0.7,149.171.126.7,tcp,0.011469,8928,320,ftp-data,,0
59.166.0.7,149.171.126.5,tcp,0.298914,1540,1644,-,,0
59.166.0.2,149.171.126.1,tcp,0.034182,1658,11814,-,,0
59.166.0.3,149.171.126.1,udp,0.001086,130,162,dns,,0
59.166.0.4,149.171.126.1,tcp,0.374811,4896,3080,-,,0
59.166.0.7,149.171.126.0,tcp,0.034398,37834,3380,smtp,,0
59.166.0.9,149.171.126.6,udp,0.004708,568,312,-,,0
175.45.176.1,149.171.126.18,udp,1e-05,114,0,dns,Generic,1
59.166.0.9,149.171.126.5,tcp,0.004566,424,8824,ftp-data,,0
59.166.0.7,149.171.126.1,tcp,2.853934,2934,3742,ftp,,0
59.166.0.2,149.171.126.5,tcp,0.030974,4238,63516,-,,0
59.166.0.6,149.171.126.6,tcp,0.014136,2750,27602,-,,0
59.166.0.2,149.171.126.3,udp,0.001099,146,178,dns,,0
59.166.0.1,149.171.126.9,tcp,1.005961,890,9000,-,,0
59.166.0.0,149.171.126.1,tcp,1.376961,1684,10168,-,,0
59.166.0.7,149.171.126.8,tcp,0.053289,3302,37226,-,,0
59.166.0.7,149.171.126.0,tcp,0.024912,3806,51314,-,,0
59.166.0.7,149.171.126.5,tcp,2.650125,1684,10168,http,,0
59.166.0.5,149.171.126.6,udp,0.005037,568,312,-,,0
59.166.0.3,149.171.126.4,udp,0.001029,146,178,dns,,0
59.166.0.1,149.171.126.7,udp,0.001099,130,162,dns,,0
59.166.0.0,149.171.126.9,udp,0.001044,146,178,dns,,0
59.166.0.3,149.171.126.6,udp,0.001119,146,178,dns,,0
59.166.0.8,149.171.126.6,tcp,0.019961,2750,26406,-,,0
59.166.0.8,149.171.126.3,tcp,0.04312,4222,61786,-,,0
59.166.0.5,149.171.126.2,tcp,0.016267,2974,30612,-,,0
59.166.0.4,149.171.126.4,udp,0.004648,568,320,-,,0
59.166.0.4,149.171.126.5,tcp,0.183703,3062,32368,-,,0
59.166.0.7,149.171.126.0,tcp,0.01871,1540,1644,-,,0
59.166.0.0,149.171.126.8,tcp,0.190017,1540,1644,-,,0
59.166.0.1,149.171.126.3,udp,0.005346,568,320,-,,0
59.166.0.0,149.171.126.3,tcp,0.8778,7814,15690,-,,0
59.166.0.3,149.171.126.9,tcp,0.038908,4014,60268,-,,0
59.166.0.2,149.171.126.7,tcp,0.054753,2438,17428,-,,0
59.166.0.1,149.171.126.8,tcp,0.0465,320,1906,ftp-data,,0
59.166.0.8,149.171.126.8,udp,0.001192,146,178,dns,,0
59.166.0.6,149.171.126.6,tcp,0.514668,37162,3380,-,,0
59.166.0.0,149.171.126.2,tcp,2.788303,13350,548216,-,,0
59.166.0.5,149.171.126.0,udp,0.001082,146,178,dns,,0
59.166.0.7,149.171.126.2,tcp,0.003989,1042,824,http,,0
59.166.0.5,149.171.126.9,udp,0.001753,544,304,-,,0
175.45.176.0,149.171.126.15,udp,1.2e-05,1418,0,-,Generic,1
59.166.0.4,149.171.126.5,udp,0.001013,146,178,dns,,0
175.45.176.1,149.171.126.12,nvp,1.1e-05,180,0,-, Fuzzers,1
59.166.0.2,149.171.126.3,tcp,0.030864,3598,49642,-,,0
59.166.0.6,149.171.126.9,udp,0.001075,146,178,dns,,0
59.166.0.5,149.171.126.4,tcp,0.045851,3614,50036,-,,0
59.166.0.0,149.171.126.1,tcp,0.144295,1920,4312,-,,0
59.166.0.9,149.171.126.4,tcp,0.00686,2048,2410,-,,0
10.40.170.2,10.40.170.2,arp,0.0,46,0,-,,0
59.166.0.2,149.171.126.1,tcp,0.066767,2958,31788,-,,0
59.166.0.9,149.171.126.0,tcp,0.011977,2438,20194,-,,0
59.166.0.7,149.171.126.1,udp,0.000985,146,178,dns,,0
59.166.0.6,149.171.126.0,tcp,1.092817,1684,10168,http,,0
59.166.0.6,149.171.126.9,udp,0.001017,130,162,dns,,0
59.166.0.3,149.171.126.2,tcp,1.126642,1580,10168,http,,0
59.166.0.8,149.171.126.3,udp,0.004578,568,304,-,,0
59.166.0.9,149.171.126.7,udp,0.001022,146,178,dns,,0
59.166.0.2,149.171.126.5,tcp,1.034438,6562,236088,-,,0
59.166.0.3,149.171.126.9,tcp,3.273658,2934,3740,ftp,,0
59.166.0.6,149.171.126.9,tcp,0.002871,320,1948,ftp-data,,0
59.166.0.6,149.171.126.1,tcp,0.011493,2438,19420,-,,0
